Compound_ID,Protein_ID,Label
DB04272,P07741,1
DB07503,P72181,0
DB01105,Q01959,1
DB02279,Q16348,0
DB00831,Q9NYX4,1
DB03252,P20701,0
DB00817,P0AFI2,1
DB07021,P00509,0
DB02136,P15555,1
DB00289,C6KSR5,0
DB03397,Q97R46,1
DB04006,P51970,0
DB04178,P12235,1
DB01248,Q9X1T2,0
DB14185,P14416,1
DB00596,Q08209,0
DB04372,Q9UKL6,1
DB01274,Q15722,0
DB01571,P41145,1
DB03343,Q9RN68,0
DB09211,P43115,1
DB07755,P48448,0
DB00313,Q14524,1
DB08296,P13000,0
DB06909,Q07343,1
DB03316,P09147,0
DB00529,P04293,1
DB00854,P62829,0
DB00231,P28476,1
DB12418,Q72EF4,0
DB06230,P35372,1
DB08302,Q53ZE5,0
DB00141,P54802,1
DB00320,Q13748,0
DB05767,P05231,1
DB11723,O14976,0
DB00157,P09601,1
DB01275,Q13426,0
DB02214,O66529,1
DB04368,P40238,0
DB01202,Q00975,1
DB02174,P0CK31,0
DB02546,Q9UBN7,1
DB13014,P36871,0
DB01065,P11678,1
DB00831,O15554,0
DB03010,Q9H4B7,1
DB00863,Q9X0G9,0
DB00202,P11229,1
DB08433,P80357,0
DB00171,Q9UM73,1
DB00183,P14060,0
DB01073,P09884,1
DB02632,P24298,0
DB08599,P39900,1
DB01692,P0AF93,0
DB00155,P29475,1
DB01702,Q9Y2U5,0
DB13951,P10275,1
DB01602,Q9Y4R7,0
DB11235,P08912,1
DB02386,Q9ZF99,0
DB03793,P32890,1
DB08262,P69772,0
DB07471,P20248,1
DB08004,P0C0L5,0
DB04147,P08306,1
DB00376,P25053,0
DB08070,P61925,1
DB01382,Q8I492,0
DB07997,P61925,1
DB04516,P51451,0
DB02078,Q81Y15,1
DB11397,Q9Y2Z4,0
DB07384,P25705,1
DB04002,Q72497,0
DB12010,Q9UK32,1
DB01090,Q9Y285,0
DB02546,Q9BY41,1
DB08768,Q99470,0
DB07119,Q92731,1
DB07612,Q0S9X1,0
DB09167,P28223,1
DB00957,P07003,0
DB00363,P34969,1
DB08350,Q5T4S7,0
DB08099,P00797,1
DB02959,Q9WXS0,0
DB00231,P48169,1
DB01799,Q8Q3H0,0
DB12010,P49841,1
DB01832,P60844,0
DB08282,P03366,1
DB04731,O75838,0
DB13879,Q91RS4,1
DB03971,P14642,0
DB00564,P17787,1
DB01695,Q96RQ3,0
DB02940,P29395,1
DB02376,P03989,0
DB00246,P35462,1
DB03437,C6KTA4,0
DB01876,P07477,1
DB04129,O75533,0
DB01114,P23975,1
DB02077,Q8GI16,0
DB02691,P51161,1
DB09131,P0A7W7,0
DB02166,P22303,1
DB04615,O33830,0
DB03401,Q14643,1
DB08042,Q9UHQ9,0
DB07853,Q9P289,1
DB07295,Q53ET4,0
DB01412,P29274,1
DB07671,P14223,0
DB04268,P61626,1
DB00132,F1L7U3,0
DB07055,Q9L5C8,1
DB02555,P0A7S9,0
DB03456,P43235,1
DB08809,Q15125,0
DB14533,P02647,1
DB06898,Q9Y468,0
DB07912,Q9UHY7,1
DB08324,P06149,0
DB00543,P35348,1
DB00925,O14594,0
DB04678,P16442,1
DB02105,P21731,0
DB00458,P14416,1
DB14072,Q07982,0
DB00241,P36544,1
DB02499,P23141,0
DB01238,P28335,1
DB04353,Q8TDR2,0
DB08619,P0A3R9,1
DB08122,P08373,0
DB03886,Q03393,1
DB05316,P30101,0
DB00668,P35348,1
DB06879,P16499,0
DB00799,P10826,1
DB04209,Q08345,0
DB08818,O75330,1
DB03425,P42593,0
DB00157,P32322,1
DB03059,P50225,0
DB03904,P09592,1
DB07824,P50579,0
DB05414,Q81ZL8,1
DB00700,P54652,0
DB11582,P14867,1
DB02517,Q93LD7,0
DB00543,P21917,1
DB00692,P22460,0
DB01608,P21728,1
DB01847,P36021,0
DB06446,P28223,1
DB03795,P05108,0
DB00139,Q9BXA5,1
DB03183,Q3JP94,0
DB07497,A0A0H3JRU9,1
DB00471,Q9REC4,0
DB08848,P48065,1
DB06835,B2ZTR6,0
DB08910,P01375,1
DB01352,P49146,0
DB02379,O85465,1
DB07560,P48068,0
DB01942,Q81C15,1
DB07540,P78330,0
DB01388,Q13698,1
DB04133,P23276,0
DB00050,P22888,1
DB05022,O15392,0
DB01070,P11473,1
DB01407,P52788,0
DB01592,P69905,1
DB02550,Q04609,0
DB07505,P03367,1
DB00714,Q9UKU7,0
DB08112,P14900,1
DB08370,P0AE22,0
DB01215,Q16445,1
DB03874,Q02169,0
DB01299,P13922,1
DB07162,P22894,0
DB09130,Q6MZM0,1
DB01780,P23434,0
DB01085,P08173,1
DB00335,P09958,0
DB00293,P04818,1
DB08594,P46734,0
DB03146,P0A7D4,1
DB03283,P0A6V7,0
DB00438,P02919,1
DB04892,P10092,0
DB13919,P30556,1
DB00138,P23946,0
DB04768,Q9H3S4,1
DB07412,Q9Y2I1,0
DB01107,P78334,1
DB02998,P43155,0
DB02384,P31992,1
DB07348,P03316,0
DB03241,P0DJ06,1
DB08384,P19961,0
DB01211,P0A7J6,1
DB05155,P46849,0
DB02587,Q08462,1
DB04525,P05165,0
DB03685,P25971,1
DB00260,P08100,0
DB01992,P9WQG9,1
DB02907,P0ACQ4,0
DB11619,P04150,1
DB06862,P00497,0
DB00292,P47870,1
DB02733,P48065,0
DB00321,P13945,1
DB00495,C0H5H0,0
DB09283,Q07343,1
DB07410,P13632,0
DB00157,P56181,1
DB08107,P19823,0
DB02334,Q97E82,1
DB07708,P43889,0
DB04713,P80561,1
DB01037,P0DM80,0
DB02112,P07477,1
DB00790,P07900,0
DB00408,P20309,1
DB00718,O97313,0
DB09338,P53985,1
DB09090,P15770,0
DB09130,P45973,1
DB02838,Q03154,0
DB06757,P50213,1
DB02252,Q59HE2,0
DB12010,P51617,1
DB06202,P0AES4,0
DB08901,P00519,1
DB07193,O95190,0
DB07767,P10478,1
DB05075,Q9BVJ7,0
DB00850,P14416,1
DB03108,P48544,0
DB07809,P00734,1
DB08209,Q9X1F8,0
DB08342,Q9Y5R8,1
DB01169,O14832,0
DB08198,P52732,1
DB07663,P23284,0
DB13345,P50406,1
DB02835,P06612,0
DB00852,P01100,1
DB02659,D6R448,0
DB00354,P11229,1
DB06848,P35590,0
DB09130,P30041,1
DB02713,P46336,0
DB09215,P23219,1
DB05025,O34450,0
DB00171,Q09428,1
DB07981,P16109,0
DB00690,P28472,1
DB05421,P46597,0
DB01028,P14867,1
DB00812,Q9NUV7,0
DB01211,Q9Y6L6,1
DB04229,Q71LY2,0
DB06906,P56740,1
DB00528,C6KTA4,0
DB00231,P31644,1
DB00571,P06149,0
DB03317,Q55013,1
DB00541,Q16873,0
DB01589,P78334,1
DB07861,P61888,0
DB12445,P23219,1
DB03490,P19909,0
DB01100,Q12809,1
DB06962,Q9QNF7,0
DB05659,P0A3M6,1
DB07171,P12104,0
DB00115,Q9UBK8,1
DB07810,Q9UKU7,0
DB00909,P27338,1
DB09130,P43080,0
DB11219,P06401,1
DB00408,Q9NRP7,0
DB00175,P04035,1
DB04549,Q9H4Y5,0
DB09118,Q9UN88,1
DB08274,P18505,0
DB04233,P76045,1
DB02572,P54455,0
DB02300,P11473,1
DB08159,P9WPP7,0
DB00312,P31644,1
DB01992,Q53464,0
DB12285,P56817,1
DB12924,Q9ZEU2,0
DB04257,O67648,1
DB07556,P49448,0
DB06875,Q15788,1
DB07292,Q16718,0
DB00396,P08235,1
DB08678,P68133,0
DB02731,Q9X180,1
DB02128,Q7DHH4,0
DB11638,P14618,1
DB04297,P08708,0
DB03086,P50579,1
DB03227,P27958,0
DB11274,P21728,1
DB06011,Q9HVJ6,0
DB14481,Q15493,1
DB06680,P23560,0
DB01147,Q8DNB6,1
DB00817,Q13163,0
DB04326,P05062,1
DB04551,Q9Y6E0,0
DB00280,P08172,1
DB07622,P31491,0
DB02153,Q9ZIV5,1
DB00343,Q9Y616,0
DB06433,P23921,1
DB04029,P61888,0
DB07593,P43235,1
DB13179,Q9X180,0
DB01989,Q9Y6L7,1
DB07245,Q9GZZ6,0
DB00914,Q15842,1
DB07174,P11485,0
DB00721,Q8TCU5,1
DB02681,Q8I0V4,0
DB06616,P00519,1
DB04051,P58558,0
DB11590,Q9UPY5,1
DB07579,P53582,0
DB03801,Q45515,1
DB01098,Q96S37,0
DB05389,Q7L5Y9,1
DB06976,P00644,0
DB01588,A8MPY1,1
DB13956,O95477,0
DB04141,P00156,1
DB06998,P35354,0
DB14487,P15169,1
DB03695,Q8IJ60,0
DB02986,P00918,1
DB03179,Q96GR2,0
DB11858,Q9Y271,1
DB07712,Q9ZGI2,0
DB00157,P00352,1
DB07115,Q16288,0
DB02302,P51698,1
DB08370,Q70GK9,0
DB02854,Q06520,1
DB07733,P37231,0
DB04126,P09668,1
DB00748,P23743,0
DB00883,P16066,1
DB00426,P78540,0
DB00795,O15111,1
DB07408,P23367,0
DB00126,Q9BY66,1
DB02680,P30901,0
DB09130,P68104,1
DB06589,P26602,0
DB14533,Q06830,1
DB00774,P13817,0
DB01980,Q01693,1
DB01589,P9WMC1,0
DB02666,P0A7D4,1
DB07776,Q59288,0
DB07507,P00469,1
DB01663,Q5XXA6,0
DB01437,P14867,1
DB04244,P04053,0
DB02021,P15121,1
DB03073,P17676,0
DB14533,P46736,1
DB08897,Q9HB21,0
DB08867,P10275,1
DB08785,Q46704,0
DB01245,P43681,1
DB08008,P09592,0
DB07528,P35968,1
DB01079,P04731,0
DB08349,Q16539,1
DB02933,Q86US8,0
DB06678,P08913,1
DB02321,O95167,0
DB01159,O60391,1
DB00830,P22513,0
DB00289,Q8TCU5,1
DB02646,P07737,0
DB04454,P03369,1
DB00920,P07477,0
DB00155,P29474,1
DB00539,P30559,0
DB08342,O43617,1
DB01949,Q15120,0
DB00157,P03886,1
DB02951,Q96GD4,0
DB01694,P37672,1
DB09006,Q9NPC1,0
DB02893,Q9KQN0,1
DB00896,P0A3Y5,0
DB00537,P05653,1
DB11079,P29401,0
DB03761,P0CI79,1
DB04866,P12528,0
DB07664,P42684,1
DB00243,Q02156,0
DB09097,P14416,1
DB06959,P00322,0
DB12532,P01350,1
DB08151,P01127,0
DB08375,P00811,1
DB08808,C6KT50,0
DB00683,Q9UN88,1
DB08695,P35030,0
DB00696,P28221,1
DB08342,Q146M9,0
DB07126,P24941,1
DB02553,P21404,0
DB13146,Q15758,1
DB01734,O07347,0
DB07608,Q13627,1
DB07612,P06632,0
DB08437,P84098,1
DB00387,Q9UQF2,0
DB08231,O75521,1
DB08107,P46940,0
DB03147,O95831,1
DB01854,P09417,0
DB12965,P02795,1
DB06890,Q9H4Y5,0
DB00661,O00555,1
DB08246,O68601,0
DB00123,P30825,1
DB08153,Q12797,0
DB07514,P35968,1
DB07861,P07026,0
DB08097,Q16539,1
DB07540,P30411,0
DB01064,P00441,1
DB07136,P0A759,0
DB00457,P25100,1
DB04179,Q9H2M3,0
DB08815,P18825,1
DB02043,P04062,0
DB01094,P55157,1
DB03730,Q96L34,0
DB12865,P41180,1
DB12177,P09063,0
DB00198,Q9Y3R4,1
DB03660,P50921,0
DB00231,P28472,1
DB00964,P06612,0
DB08217,P06731,1
DB03964,P11474,0
DB00726,P35348,1
DB01426,Q04230,0
DB06153,P08908,1
DB07014,P9WJM7,0
DB02039,P0A6R0,1
DB02816,P26514,0
DB02325,Q9X592,1
DB07670,Q16512,0
DB04464,P10606,1
DB05678,P00282,0
DB01218,Q12809,1
DB02254,P21404,0
DB08552,P00811,1
DB00713,P00805,0
DB01094,O75908,1
DB00174,P04958,0
DB00903,P09211,1
DB08598,Q06520,0
DB03171,P16608,1
DB08535,P21281,0
DB08215,P06009,1
DB08580,Q8N1G2,0
DB14487,P04279,1
DB06436,Q8Q3H0,0
DB00202,P20309,1
DB00686,Q5TDP6,0
DB00721,Q9NPA1,1
DB00642,Q13315,0
DB00197,P05121,1
DB00281,Q96AE4,0
DB03147,P06715,1
DB01219,P00739,0
DB04451,O60911,1
DB09018,P00780,0
DB02345,P07658,1
DB01431,P16184,0
DB04272,P12931,1
DB02354,P05121,0
DB08410,P01857,1
DB01220,P16640,0
DB07356,P27487,1
DB04369,Q9H2P9,0
DB00829,P18507,1
DB06266,P06129,0
DB00898,P31644,1
DB02018,Q9XB59,0
DB01594,Q8N1C3,1
DB03594,Q15910,0
DB01558,P78334,1
DB02691,Q96HD9,0
DB00949,Q12879,1
DB08398,Q54468,0
DB00515,P01023,1
DB07536,Q09428,0
DB08513,P06213,1
DB06785,P28702,0
DB00145,P23378,1
DB03305,Q7CRA4,0
DB02746,Q92731,1
DB04125,P25942,0
DB00142,Q14833,1
DB01221,P20906,0
DB02772,Q840M4,1
DB07068,P61457,0
DB13940,P28223,1
DB03984,P04155,0
DB04743,Q9NZK7,1
DB07200,P49366,0
DB02545,Q96RI1,1
DB07249,P03905,0
DB01079,P41595,1
DB05399,P60174,0
DB04562,Q99798,1
DB08033,Q13183,0
DB04348,P19835,1
DB00167,Q8WU08,0
DB06216,P28222,1
DB08480,Q7AUG5,0
DB03814,Q6NXR0,1
DB00429,Q09013,0
DB12010,O14920,1
DB00014,P03303,0
DB00157,O95168,1
DB05420,O43681,0
DB03584,Q79G13,1
DB00669,Q96AE4,0
DB00193,P41145,1
DB11979,P62623,0
DB03400,P95468,1
DB02534,P14900,0
DB04419,P20823,1
DB03069,Q99712,0
DB00157,O75251,1
DB02651,P76577,0
DB08889,P49721,1
DB08626,P62658,0
DB08401,Q7CRA4,1
DB05542,P18357,0
DB01955,P14555,1
DB00833,P23434,0
DB01107,P47869,1
DB06714,P25098,0
DB09006,Q03181,1
DB07387,P28222,0
DB01017,P14780,1
DB00789,O95139,0
DB03403,P62617,1
DB02904,P12488,1
DB01968,P01579,0
DB01353,P42262,1
DB02514,Q91CQ6,0
DB03808,P0A0N4,1
DB00986,P14416,0
DB00767,P20309,1
DB03257,P10613,0
DB04296,P0AG16,1
DB04456,Q9UI33,0
DB03760,P23434,1
DB04574,P37063,0
DB00934,P18825,1
DB01684,P76045,0
DB05541,P35498,1
DB04275,P05062,0
DB01107,O14764,1
DB02786,P36275,0
DB03600,P37231,1
DB03451,P0A7Z4,0
DB05964,P31645,1
DB02984,Q15722,0
DB03461,P08200,1
DB07020,Q969I3,0
DB02078,Q734I1,1
DB09265,P38516,0
DB04315,Q26000,1
DB06966,P15056,0
DB00477,P21918,1
DB01840,P0A6Q3,0
DB14533,P30101,1
DB04230,C0H5C2,0
DB00523,P17936,1
DB08686,P17405,0
DB08621,P24093,1
DB03631,O34928,0
DB07227,P49356,1
DB00177,P0AEB3,0
DB03461,Q9WYS2,1
DB02280,P15382,0
DB04299,P00509,1
DB06872,P62669,0
DB11148,Q8IZS8,1
DB02909,P23905,0
DB00483,P08912,1
DB07308,Q5SLQ0,0
DB00121,P05165,1
DB00881,P01892,0
DB12305,P31645,1
DB01319,Q02818,0
DB04646,P83798,1
DB03551,P28161,0
DB09286,P21728,1
DB03999,O14746,0
DB00246,P20309,1
DB08184,P32119,0
DB01210,P08588,1
DB08081,P03960,0
DB00210,P35354,1
DB14011,P52045,0
DB01024,P12268,1
DB06891,P43133,0
DB06548,O95749,1
DB14481,Q76NN7,0
DB00311,P00918,1
DB01137,P37059,0
DB07373,P71278,1
DB06795,Q04912,0
DB02236,P08179,1
DB01064,Q15910,0
DB09130,P01019,1
DB09272,P37231,0
DB07258,P09960,1
DB07810,P09211,0
DB01354,P34903,1
DB04699,O14594,0
DB00340,P11229,1
DB04099,O00244,0
DB00786,Q9NRE1,1
DB00394,Q02641,0
DB01239,P28335,1
DB00665,Q9H3S4,0
DB04216,P08631,1
DB07222,P43026,0
DB00404,Q9UN88,1
DB03773,Q746I8,0
DB03708,O43252,1
DB14639,P52647,0
DB01992,Q47764,1
DB04401,O95182,0
DB00273,P78334,1
DB07024,P9WQ77,0
DB11397,P06276,1
DB07621,P36275,0
DB14533,P14780,1
DB14517,P13640,0
DB07711,P00813,1
DB08384,P04179,0
DB12483,O00329,1
DB01686,Q9GZT4,0
DB00726,P08908,1
DB07832,Q9BY66,0
DB00967,P03765,0
DB04653,P07384,1
DB08620,Q9UHA3,0
DB08509,P03303,1
DB00481,P26397,0
DB01229,P10636,1
DB14063,Q9GV41,0
DB01623,P21728,1
DB02321,P01189,0
DB00321,P28223,1
DB01062,O90777,0
DB12010,O14578,1
DB08075,Q6WRI0,0
DB00115,Q9Y4U1,1
DB00208,P25116,0
DB14487,P05067,1
DB08845,Q9UIK4,0
DB00398,P09619,1
DB07149,O06644,0
DB00996,Q9UBS5,1
DB02072,Q59GM9,0
DB08601,P19793,1
DB00595,P11413,0
DB12177,P28223,1
DB00659,Q6N063,0
DB01182,Q14524,1
DB07572,Q8IWU9,0
DB00387,P11229,1
DB04678,O43169,0
DB01616,P08908,1
DB08786,P0AC47,0
DB01992,P50870,1
DB02963,P32173,0
DB03247,P50740,1
DB08001,P43133,0
DB04272,P04190,1
DB02846,Q05397,0
DB08185,P80372,1
DB08491,Q9Y698,0
DB02557,P23276,1
DB03011,P27907,0
DB11477,P08913,1
DB06626,Q8VUS7,0
DB01193,P08588,1
DB06921,Q9RX51,0
DB03691,Q9UBX1,1
DB13501,P45844,0
DB00674,P30532,1
DB06075,Q04830,0
DB14533,P02649,1
DB01591,P12104,0
DB00288,P04150,1
DB07138,Q96DP5,0
DB04340,P15555,1
DB07374,Q14995,0
DB02607,P15531,1
DB01012,P94622,0
DB07401,P47985,1
DB08095,Q76NN7,0
DB03277,Q9RHZ6,1
DB03143,O76082,0
DB00605,Q9Y5Y4,1
DB04276,P06132,0
DB07853,Q9H2G2,1
DB06203,P22629,0
DB03777,O15530,1
DB07852,O14618,0
DB01349,P50052,1
DB03746,Q14833,0
DB11273,P28222,1
DB00871,Q8VUS7,0
DB07671,P69054,1
DB07864,P31013,0
DB14533,P01024,1
DB03345,P15636,0
DB09053,Q06187,1
DB04016,P07288,0
DB00194,P03198,1
DB06780,P78362,0
DB01342,P30556,1
DB12742,Q9Y666,0
DB14538,P14060,1
DB07094,Q51948,0
DB00142,P39086,1
DB02787,P18465,0
DB06997,P08581,1
DB07935,P13640,0
DB04841,O43497,1
DB06739,P0A017,0
DB11071,P23219,1
DB06709,Q15238,0
DB09130,Q9UHF0,1
DB03775,P00805,0
DB03476,P00749,1
DB02112,O25926,0
DB00172,P13674,1
DB07944,O34667,0
DB01273,P32297,1
DB07785,Q13464,0
DB07397,P22894,1
DB07258,P02708,0
DB04154,P77173,1
DB03825,P75430,0
DB06678,P18825,1
DB02352,Q9Y3R4,0
DB01183,P41143,1
DB06938,P26137,0
DB01198,P31644,1
DB07327,P32745,0
DB05518,P09467,1
DB03205,P07773,0
DB09213,P31151,1
DB00504,P10145,0
DB01833,P29474,1
DB00267,P69924,0
DB02467,P22364,1
DB04854,P43220,0
DB01879,P33038,1
DB01981,Q14432,0
DB04084,P49424,1
DB03114,P84139,0
DB00454,O15399,1
DB04334,P07014,0
DB00944,P22303,1
DB06956,Q8IIR9,0
DB01406,P10275,1
DB02077,Q9UKQ2,0
DB04545,Q79G13,1
DB01837,Q14534,0
DB11723,P27487,1
DB07467,Q9NR28,0
DB00223,P04150,1
DB02888,Q5XXA6,0
DB01805,P00782,1
DB00756,P51970,0
DB00549,Q9Y271,1
DB02730,Q81VW8,0
DB12010,P25774,1
DB02098,Q9Y277,0
DB04373,P46925,1
DB03145,P49336,0
DB08231,P04584,1
DB04108,P30419,0
DB04725,Q9NZK7,1
DB00767,Q9UJM8,0
DB06712,Q8IZS8,1
DB06410,Q15139,0
DB01189,P78334,1
DB03156,Q16719,0
DB09130,P02647,1
DB00963,Q7SID9,0
DB01149,P31645,1
DB00279,P9WND1,0
DB00935,P35348,1
DB04204,P15538,0
DB13155,P10275,1
DB02712,O60603,0
DB05351,P51164,1
DB08476,P46881,0
DB13746,O43497,1
DB06712,Q07806,0
DB01956,P47870,1
DB04045,P0A884,0
DB09063,Q9UM73,1
DB00919,P17540,0
DB07374,P62917,1
DB02366,P9WPN5,0
DB08203,Q86XF0,1
DB04864,P20964,0
DB01992,Q92993,1
DB02446,P50597,0
DB02237,P13507,1
DB02388,P32884,0
DB06176,P56524,1
DB04931,P11474,0
DB00458,P28223,1
DB09289,P80561,0
DB04326,P04075,1
DB07499,Q14164,0
DB00193,P23975,1
DB07819,P51788,0
DB03372,P60568,1
DB02753,O31440,0
DB05475,Q9NYK1,1
DB03380,P15509,0
DB04884,P28335,1
DB07971,Q9UPZ9,0
DB01137,P43702,1
DB02557,Q9BQE3,0
DB00732,Q15822,1
DB03522,Q9KB30,0
DB09034,O43613,1
DB08393,P07384,0
DB00341,P35367,1
DB08130,O52791,0
DB01182,Q12809,1
DB01155,P22830,0
DB00951,P9WIE5,1
DB08839,P04211,0
DB14487,Q8N907,1
DB07721,A9CJ63,0
DB07186,O14965,1
DB08864,P48735,0
DB04393,O24990,1
DB02058,Q06110,0
DB03147,Q94655,1
DB08757,P13009,0
DB14491,Q9BY41,1
DB00176,P43235,0
DB09089,Q13936,1
DB03968,Q83P33,0
DB00172,Q7L3T8,1
DB01772,P25929,0
DB00462,P20309,1
DB04764,Q9Y2U5,0
DB07786,P00813,1
DB08271,Q9X2W8,0
DB00952,P28222,1
DB02848,Q9NXA8,0
DB07995,Q8TF76,1
DB08818,Q02760,0
DB11755,P21554,1
DB08664,P80874,0
DB04350,Q873X9,1
DB08810,O07732,0
DB00675,P41743,1
DB00006,O32248,0
DB02772,Q9ZEU2,1
DB03061,Q46079,0
DB02726,P09104,1
DB07133,O14949,0
DB13995,P02794,1
DB08916,P0DP25,0
DB11638,Q8ILE8,1
DB02991,P60842,0
DB00897,Q16445,1
DB00325,Q02834,0
DB03515,P07445,1
DB00543,P00813,0
DB00158,P14207,1
DB07703,P25789,0
DB01564,P10275,1
DB02010,P39905,0
DB07833,Q16539,1
DB04137,P07003,0
DB00925,P35368,1
DB02346,P27348,0
DB06738,P35372,1
DB03372,Q14432,0
DB04410,P07478,1
DB03892,O60701,0
DB01168,P27338,1
DB01165,Q9A1B7,0
DB00274,P0AD69,1
DB04967,P37173,0
DB02470,Q9HVZ0,1
DB07953,Q14103,0
DB05871,P03366,1
DB11363,P11230,0
DB00438,P02918,1
DB00210,O95178,0
DB00628,P28472,1
DB02543,O67648,0
DB01621,P08908,1
DB09286,O60264,0
DB01834,P09488,1
DB06216,Q72497,0
DB00794,Q13002,1
DB07489,Q8WUI4,0
DB07082,P55055,1
DB02994,P49146,0
DB08915,Q07869,1
DB00686,Q9UM01,0
DB01254,Q06203,1
DB04054,P56653,0
DB06077,P14416,1
DB07591,P26196,0
DB08220,Q96RI1,1
DB03237,P46926,0
DB03323,O33830,1
DB07578,P9WPX7,0
DB09118,P14867,1
DB03847,Q9NY59,0
DB14490,Q969S2,1
DB04127,Q51504,0
DB09089,Q9P0X4,1
DB04636,P04585,0
DB06702,P20309,1
DB03758,P00935,0
DB00122,P06276,1
DB06589,P26640,0
DB01355,Q13002,1
DB02217,O60603,0
DB05223,O15379,1
DB08933,Q82EE4,0
DB07103,P00800,1
DB02813,P51168,0
DB03768,P03369,1
DB03796,P06968,0
DB09097,P21728,1
DB07512,Q7WUJ1,0
DB01114,Q01959,1
DB02549,Q8TCU5,0
DB08231,P12915,1
DB07621,P03897,0
DB04167,Q9RYA6,1
DB03968,Q9KIE5,0
DB00431,P23415,1
DB01231,O15427,0
DB04062,P02924,1
DB00353,Q7CRA4,0
DB00134,Q99707,1
DB03802,P12528,0
DB02587,O95622,1
DB08995,P10253,0
DB00686,P08620,1
DB01000,P46736,0
DB08448,P00374,1
DB08404,O15460,0
DB08171,P9WNG3,1
DB00647,P13929,0
DB01107,P48169,1
DB02229,Q9HC97,0
DB04039,P00646,1
DB02111,Q14627,0
DB09481,Q12879,1
DB07360,P01556,0
DB03608,P30044,1
DB08619,P53848,0
DB01244,O95180,1
DB02731,P27986,0
DB07062,P26663,1
DB08544,P39662,0
DB07311,O14757,1
DB07253,Q8IY84,0
DB00753,P18507,1
DB03195,O75908,0
DB00532,O75469,1
DB04619,P09601,0
DB04607,P24941,1
DB00261,Q96NR8,0
DB03957,P60568,1
DB00336,P33527,0
DB02289,P51691,1
DB02420,P0AC47,0
DB00425,P28472,1
DB12565,Q99584,0
DB04554,P0A820,1
DB04716,P55792,0
DB06983,P24941,1
DB04233,P9WPE1,0
DB00313,Q9UKV0,1
DB01275,P01350,0
DB03909,P46859,1
DB04162,P15151,0
DB14487,P78330,1
DB04028,Q96FI4,0
DB00281,Q9Y5Y9,1
DB08575,P04062,0
DB00147,O00764,1
DB04167,Q16654,0
DB00114,Q16719,1
DB04881,Q92993,0
DB08510,P01859,1
DB02593,Q9UKQ2,0
DB12010,Q9NYY3,1
DB02187,Q81R22,0
DB00805,P31645,1
DB06861,P42681,0
DB02671,P02144,1
DB13083,P36275,0
DB00186,Q99928,1
DB05532,P04825,0
DB01185,P04150,1
DB08733,P83787,0
DB07914,Q0S9X1,1
DB08259,Q9UK23,0
DB00363,P28222,1
DB04286,Q9HCC0,0
DB06218,Q15858,1
DB00523,Q79G13,0
DB02314,P22188,1
DB03153,Q9Y6M9,0
DB01179,P11388,1
DB06882,P47869,0
DB04017,P21397,1
DB02866,P06396,0
DB01861,Q8KN66,1
DB00564,Q9X6V3,0
DB09130,P02749,1
DB01686,Q57265,0
DB13269,Q9Y5Y9,1
DB03180,Q9AGP8,0
DB14011,P48167,1
DB02256,P37093,0
DB02709,P11166,1
DB03345,Q8I6U8,0
DB03359,P22303,1
DB04764,Q89ZI2,0
DB00761,Q9UP95,1
DB03847,Q83LD8,0
DB00921,P41146,1
DB04391,P14778,0
DB12141,P28221,1
DB02694,Q494W8,0
DB00424,P08173,1
DB07595,P9WK17,0
DB01081,P41143,1
DB11201,P28161,0
DB04844,P14416,1
DB08798,P10606,0
DB02753,Q8RLY5,1
DB02652,Q14872,0
DB09285,Q15722,1
DB04446,Q9R5V5,0
DB00438,Q9X6W0,1
DB04436,Q96L12,0
DB02190,P08200,1
DB02008,Q14534,0
DB00168,Q8TE23,1
DB01875,P9WHU1,0
DB00531,O75469,1
DB12662,Q06700,0
DB00435,P33402,1
DB03201,P15880,0
DB09283,Q13946,1
DB02518,P48664,0
DB08597,Q04771,1
DB09031,P34998,0
DB00457,P18089,1
DB00914,P01023,0
DB03349,Q07343,1
DB06871,C0H5C2,0
DB09304,P28222,1
DB00117,P61313,0
DB09236,Q13698,1
DB07756,P07822,0
DB00157,Q9BYZ2,1
DB09026,Q47066,0
DB08464,P14625,1
DB01631,Q7L7X3,0
DB00172,O15460,1
DB06791,P78352,0
DB00599,P20309,1
DB04082,O43283,0
DB00607,Q8DNB6,1
DB01025,P0AC44,0
DB07530,Q15788,1
DB14063,P15144,0
DB00172,Q53H96,1
DB03733,Q5SIH3,0
DB08321,Q16706,1
DB04426,P98066,0
DB01650,P46072,1
DB02591,P16591,0
DB09221,P08700,1
DB00575,Q9Y2K2,0
DB03516,Q06278,1
DB01873,Q9BYV1,0
DB13269,O60939,1
DB13003,Q8TET4,0
DB00427,P35367,1
DB07452,P30301,0
DB02257,P13376,1
DB00302,Q9NZD4,0
DB00734,P21728,1
DB01854,Q47764,0
DB00716,Q9NS75,1
DB07098,Q8XL08,0
DB00661,Q14524,1
DB06013,P0A7V8,0
DB11638,Q08853,1
DB06154,Q9HBH5,0
DB00285,P23975,1
DB01420,Q60FT7,0
DB02998,P10275,1
DB07401,P08922,0
DB09460,P00918,1
DB04441,P46828,0
DB03297,P05981,1
DB07509,P27448,0
DB03144,O34453,1
DB03666,Q8TF76,0
DB14488,Q9NZD4,1
DB00414,Q8GR64,0
DB06477,P35462,1
DB07909,Q8NEV4,0
DB08690,P07173,1
DB07957,Q9XB61,0
DB07696,P42574,1
